Kanji,Reading,Indonesian
寒い,さむい,Dingin
さ来年,さらいねん,Tahun depan
三,さん,Tiga
散歩,さんぽする,Jalan-jalan
四,し,Empat
四,よん,Empat
塩,しお,Garam
しかし,しかし,Namun
時間,じかん,Waktu
仕事,しごと,Pekerjaan
辞書,じしょ,Kamus
静か,しずか,Tenang
下,した,Bawah
七,しち,Tujuh
七,なな,Tujuh
質問,しつもん,Pertanyaan
自転車,じてんしゃ,Sepeda
自動車,じどうしゃ,Mobil
死ぬ,しぬ,Meninggal
字引,じびき,Kata kunci
自分,じぶん,Diri sendiri
閉まる,しまる,Tutup
閉める,しめる,Menutup
締める,しめる,Menutup
じゃ,じゃ,Oke
じゃ,じゃあ,Oke
じゃあ,じゃ,Baiklah
じゃあ,じゃあ,Baiklah
写真,しゃしん,Foto
シャツ,シャツ,Kaos
シャワー,シャワー,Mandi
十,じゅう とお,Sepuluh
授業,じゅぎょう,Pelajaran
宿題,しゅくだい,Tugas rumah
上手,じょうず,Mahir
丈夫,じょうぶ,Tahan lama
しょうゆ,しょうゆ,Kecap
食堂,しょくどう,Kantin
知る,しる,Mengetahui
白,しろ,Putih
白い,しろい,Putih
新聞,しんぶん,Berita
水曜日,すいようび,Rabu
吸う,すう,Menghisap
スカート,スカート,Rok
好き,すき,Suka
少ない,すくない,Sedikit
すぐに,すぐに,Segera
少し,すこし,Sedikit
涼しい,すずしい,Sejuk
ストーブ,ストーブ,Kompor
スプーン,スプーン,Sendok
スポーツ,スポーツ,Olahraga
ズボン,ズボン,Celana
住む,すむ,Tempat tinggal
スリッパ,スリッパ,Sandal
する,する,melakukan
座る,すわる,Duduk
背,せ,Punggung
生徒,せいと,Siswa
セーター,セーター,Kaus
せっけん,せっけん,Sabun
背広,せびろ,Jas formal
狭い,せまい,Sempit
ゼロ,ゼロ,Nol
千,せん,Seribu
先月,せんげつ,Bulan lalu
先週,せんしゅう,Minggu lalu
先生,せんせい,Guru
洗濯,せんたく,Mencuci
全部,ぜんぶ,Semua
掃除,そうじする,Membersihkan
そうして,そうして,Dengan demikian
そうして,そして,Dengan demikian
そして,そうして,Dan
そして,そして,Dan
そこ,そこ,Di sana
そちら,そちら,di sana
そっち,そっち,itu
外,そと,Di luar
その,その,Itu
そば,そば,Mie
空,そら,Langit
それ,それ,Itu
それから,それから,Kemudian
それでは,それでは,Baiklah
大学,だいがく,Universitas
大使館,たいしかん,Kedutaan Besar
大丈夫,だいじょうぶ,Oke
大好き,だいすき,Sangat disukai
大切,たいせつ,Penting
台所,だいどころ,Dapur
たいへん,たいへん,Sangat
たいへん,たいへん,Sangat
高い,たかい,Tinggi
たくさん,たくさん,Banyak
タクシー,タクシー,Taksi
出す,だす,Melepaskan
立つ,たつ,Berdiri
たて,たて,Vertikal
建物,たてもの,Bangunan
楽しい,たのしい,Menyenangkan
頼む,たのむ,Mohon
たばこ,たばこ,Rokok
たぶん,たぶん,Mungkin
食べ物,たべもの,Makanan
食べる,たべる,Makan
卵,たまご,Telur
誰,だれ,Siapa
誰,だれか,Siapa
誕生日,たんじょうび,Ulang Tahun
だんだん,だんだん,Sedikit demi sedikit
小さい,ちいさい,Kecil
小さな,ちいさな,Kecil
近い,ちかい,Dekat
違う,ちがう,Tidak
近く,ちかく,Dekat
地下鉄,ちかてつ,Metro
地図,ちず,Peta
茶色,ちゃいろ,Cokelat
ちゃわん,ちゃわん,Cawan
ちょうど,ちょうど,Tepat
ちょっと,ちょっと,Sedikit
一日,ついたち,Satu hari
使う,つかう,Menggunakan
疲れる,つかれる,Lelah
次,つぎ,Berikutnya
着く,つく,Mendapatkan
机,つくえ,Meja
作る,つくる,Membuat
つける,つける,Menempelkan
勤める,つとめる,Bekerja keras
つまらない,つまらない,membosankan
冷たい,つめたい,Dingin
強い,つよい,Kuat
手,て,Tangan
テープ,テープ,Kaset
テーブル,テーブル,Meja
テープレコーダー,テープレコーダー,Rekorder pita
出かける,でかける,Pergi keluar
手紙,てがみ,Surat
できる,できる,Bisa
出口,でぐち,Keluar
テスト,テスト,Uji
では,では,Baiklah
デパート,デパート,Department store
でも,でも,Namun
出る,でる,Muncul
テレビ,テレビ,Televisi
天気,てんき,Cuaca
電気,でんき,Listrik
電車,でんしゃ,Kereta
電話,でんわ,Telepon
戸,と,Pintu
ドア,ドア,Pintu
トイレ,トイレ,Kamar Mandi
どう,どう,Bagaimana?
どうして,どうして,Mengapa
どうぞ,どうぞ,Silakan
動物,どうぶつ,Hewan
どうも,どうも,Halo
遠い,とおい,Jauh
十日,とおか,Sepuluh hari
時々,ときどき,Sesekali
時計,とけい,Jam
どこ,どこ,Di mana
所,ところ,Departemen
年,とし,Tahun
図書館,としょかん,Perpustakaan
どちら,どちら,Mana
どっち,どっち,Mana
とても,とても,Sangat
どなた,どなた,Siapa
隣,となり,Tetangga
どの,どの,Mana
飛ぶ,とぶ,Terbang
止まる,とまる,Berhenti
友達,ともだち,Teman
土曜日,どようび,Sabtu
鳥,とり,Burung
とり肉,とりにく,Ayam
取る,とる,Mengambil
撮る,とる,Mengambil
どれ,どれ,Berapa
ナイフ,ナイフ,Pisau
中,なか,Tengah
長い,ながい,Panjang
鳴く,なく,Mengerong
無くす,なくす,Tidak ada
なぜ,なぜ,Mengapa
夏,なつ,Musim panas
夏休み,なつやすみ,Liburan musim panas
など,など,dan lain-lain
七つ,ななつ,Tujuh
七日,なのか,Tujuh hari
名前,なまえ,Nama
習う,ならう,Belajar
並ぶ,ならぶ,Berbaris
並べる,ならべる,Menyusun
なる,なる,Menjadi
何,なん,Apa
何,なに,Apa
二,に,Dua
賑やか,にぎやか,Meriah
肉,にく,Daging
西,にし,Barat
日曜日,にちようび,Minggu
荷物,にもつ,Barang bawaan
ニュース,ニュース,Berita
庭,にわ,Taman
脱ぐ,ぬぐ,Melepas
温い,ぬるい,Hangat
ネクタイ,ネクタイ,Dasinya
猫,ねこ,Kucing
寝る,ねる,Tidur
ノート,ノート,Catatan
登る,のぼる,Naik
飲み物,のみもの,Minuman
飲む,のむ,Minum
乗る,のる,Naik
歯,は,Gigi
パーティー,パーティー,Pesta
はい,はい,Ya
灰皿,はいざら,Asbak
入る,はいる,Masuk
葉書,はがき,Kartu pos
はく,はく,Melepas
箱,はこ,Kotak
橋,はし,Jembatan
はし,はし,Akhir
始まる,はじまる,Dimulai
初め,はじめ,Awal
始め,はじめ,Mulai
初めて,はじめて,Pertama kali
走る,はしる,Berlari
バス,バス,Bus
バター,バター,Mentega
二十歳,はたち,Dua puluh tahun
働く,はたらく,Bekerja
八,はち,Delapan
二十日,はつか,Dua puluh hari
花,はな,Bunga
鼻,はな,Hidung
話,はなし,Percakapan
話す,はなす,Berbicara
早い,はやい,Cepat
速い,はやい,Cepat
春,はる,Musim semi
貼る,はる,Menempelkan
晴れ,はれ,Cerah
晴れる,はれる,Cuaca cerah
半,はん,Setengah
晩,ばん,Malam
パン,パン,Roti
ハンカチ,ハンカチ,Sarf
番号,ばんごう,Nomor
晩御飯,ばんごはん,Makan malam
半分,はんぶん,Setengah
東,ひがし,Timur
引く,ひく,Menarik
弾く,ひく,Menembak
低い,ひくい,rendah
飛行機,ひこうき,Pesawat terbang
左,ひだり,Kiri
人,ひと,Orang
一つ,ひとつ,Satu
一月,ひとつき,Januari
一人,ひとり,Satu orang
暇,ひま,Waktu luang
百,ひゃく,Seratus
病院,びょういん,Rumah sakit
病気,びょうき,Penyakit
昼,ひる,Siang
昼御飯,ひるごはん,Makan siang
広い,ひろい,Luas
フィルム,フィルム,Film
封筒,ふうとう,Amplop
プール,プール,Kolam
フォーク,フォーク,Garpu
吹く,ふく,Berangin
服,ふく,Pakaian
二つ,ふたつ,Dua
豚肉,ぶたにく,Daging babi
二人,ふたり,Dua orang
二日,ふつか,Dua hari
太い,ふとい,Tebal
冬,ふゆ,Musim dingin
降る,ふる,Membentuk
古い,ふるい,Bekas
ふろ,ふろ,Mandi air panas
文章,ぶんしょう,Artikel
ページ,ページ,Halaman
下手,へた,Kurang
ベッド,ベッド,Tempat tidur
ペット,ペット,Hewan peliharaan
部屋,へや,Kamar
辺,へん,Tepi
ペン,ペン,Pulpen
勉強,べんきょうする,Belajar
便利,べんり,Mudah
帽子,ぼうし,Topi
ボールペン,ボールペン,Pulpen
ほか,ほか,Lainnya
ポケット,ポケット,Saku
欲しい,ほしい,Inginkan
ポスト,ポスト,Pos
細い,ほそい,Sempit
ボタン,ボタン,Tombol
ホテル,ホテル,Hotel
本,ほん,Buku
本棚,ほんだな,Rak buku
ほんとう,ほんとう,Benar
毎朝,まいあさ,Setiap pagi
毎月,まいげつ,Setiap bulan
毎月,まいつき,Setiap bulan
毎週,まいしゅう,Setiap minggu
毎日,まいにち,Setiap hari
毎年,まいねん,Setiap tahun
毎年,まいとし,Setiap tahun
毎晩,まいばん,Setiap malam
前,まえ,Sebelum
曲る,まがる,Melengkung
まずい,まずい,Tidak enak
また,また,Juga
まだ,まだ,Masih
町,まち,Desa
待つ,まつ,Menunggu
まっすぐ,まっすぐ,Lurus
マッチ,マッチ,korek api
窓,まど,Jendela
丸い,まるい,Bulat
円い,まるい,Bulat
万,まん,Puluh ribu
万年筆,まんねんひつ,Pulpen
磨く,みがく,Menyempurnakan
右,みぎ,Kanan
短い,みじかい,Singkat
水,みず,Air
店,みせ,Toko
見せる,みせる,Menampilkan
道,みち,Jalan
三日,みっか,Tiga hari
三つ,みっつ,Tiga
緑,みどり,Hijau
皆さん,みなさん,Semua orang
南,みなみ,Selatan
耳,みみ,Telinga
見る 観る,みる,"Melihat, Menonton"
みんな,みんな,Semua
六日,むいか,Hari keenam
向こう,むこう,Sisi lain
難しい,むずかしい,Sulit
六つ,むっつ,Enam
村,むら,Desa
目,め,Mata
メートル,メートル,Meter
眼鏡,めがね,Kacamata
もう,もう,Sudah
もう一度,もういちど,Sekali lagi
木曜日,もくようび,Kamis
持つ,もつ,Memiliki
もっと,もっと,Lebih
物,もの,Barang
門,もん,Gerbang
問題,もんだい,Masalah
八百屋,やおや,Toko kelontong
野菜,やさい,Sayuran
易しい,やさしい,Mudah
安い,やすい,Murah
休み,やすみ,Libur
休む,やすむ,Istirahat
八つ,やっつ,Delapan
山,やま,Gunung
やる,やる,Melakukan
夕方,ゆうがた,Sore
夕飯,ゆうはん,Makan malam
郵便局,ゆうびんきょく,Kantor Pos
昨夜,ゆうべ,Kemarin malam
有名,ゆうめい,Terkenal
雪,ゆき,Salju
行く,ゆく,Pergi
ゆっくりと,ゆっくりと,Pelan-pelan
八日,ようか,Tanggal 8
洋服,ようふく,Pakaian
よく,よく,Baik
横,よこ,Samping
四日,よっか,Empat hari
四つ,よっつ,Empat
呼ぶ,よぶ,Memanggil
読む,よむ,Membaca
夜,よる,Malam
弱い,よわい,Lemah
来月,らいげつ,Bulan depan
来週,らいしゅう,Minggu depan
来年,らいねん,Tahun depan
ラジオ,ラジオ,Radio
ラジカセ,ラジカセ,Radio
ラジオカセット,ラジオカセット,Kaset radio
りっぱ,りっぱ,Hebat
留学生,りゅうがくせい,Mahasiswa Asing
両親,りょうしん,Orang tua
料理,りょうり,Masakan
旅行,りょこう,Perjalanan
零,れい,Nol
冷蔵庫,れいぞうこ,Kulkas
レコード,レコード,Rekaman
レストラン,レストラン,Restoran
練習,れんしゅうする,Latihan
廊下,ろうか,Koridor
六,ろく,Enam
ワイシャツ,ワイシャツ,Wai Shirt
若い,わかい,Muda
分かる,わかる,Saya mengerti
忘れる,わすれる,Lupa
私,わたくし,Saya
私,わたし,Saya
渡す,わたす,Memberikan
渡る,わたる,Melewati
悪い,わるい,Buruk
より,より,Lebih
より,ほう,Lebih
ほう,より,Baik
ほう,ほう,Baik
